Date,temp,wind,humidity,barometer,Weather_Label,Elec_kW
6/22/2017,25.40,17.23,0.56,1011.25,97,0
6/23/2017,20.45,18.47,0.63,1015.66,97,-3
6/24/2017,17.45,18.94,0.78,1015.45,0,-5
6/25/2017,18.96,20.30,0.71,1012.36,96,-7
6/26/2017,19.02,12.27,0.60,1013.25,97,-12
6/27/2017,17.15,11.50,0.72,1007.73,97,2
6/28/2017,18.83,11.19,0.83,996.23,16,4
6/29/2017,18.00,12.19,0.73,996.83,122,-12
6/30/2017,17.90,13.33,0.70,1003.35,122,-10
7/1/2017,16.23,16.33,0.86,1010.85,97,-13
7/2/2017,16.26,13.00,0.79,1019.38,2,-17
7/3/2017,17.28,13.11,0.67,1021.36,97,-14
7/4/2017,19.30,9.28,0.71,1020.34,97,-14
7/5/2017,20.96,7.81,0.67,1018.21,97,-13
7/6/2017,20.90,9.44,0.71,1016.67,97,-13
7/7/2017,22.42,13.75,0.70,1014.94,97,-14
7/8/2017,20.50,12.06,0.71,1016.77,97,-11
7/9/2017,19.88,8.21,0.57,1014.35,97,-2
7/10/2017,19.87,9.64,0.66,1008.87,97,-9
7/11/2017,18.29,13.94,0.72,1011.06,97,-12
7/12/2017,16.77,15.70,0.81,1011.72,97,-14
7/13/2017,15.98,5.48,0.64,1021.76,2,-2
7/14/2017,17.21,14.19,0.68,1017.96,97,-11
7/15/2017,18.17,9.94,0.66,1022.15,97,-8
7/16/2017,19.44,10.06,0.78,1022.54,96,-6
7/17/2017,20.38,8.96,0.71,1022.21,97,-7
7/18/2017,21.87,14.34,0.58,1017.60,97,-10
7/19/2017,23.66,15.30,0.64,1008.55,176,-13
7/20/2017,20.18,15.93,0.72,1009.09,97,-15
7/21/2017,18.96,10.36,0.56,1012.40,97,-5
7/22/2017,19.64,11.56,0.66,1010.64,97,5
7/23/2017,16.62,14.82,0.80,1012.15,96,-14
7/24/2017,16.26,13.22,0.80,1010.11,97,-15
7/25/2017,17.39,20.30,0.77,1011.98,97,-15
7/26/2017,19.33,13.46,0.70,1009.98,97,-10
7/27/2017,19.02,15.98,0.67,1007.50,122,-16
7/28/2017,17.15,16.68,0.74,1011.13,97,-16
7/29/2017,20.70,14.13,0.71,1010.19,96,-16
7/30/2017,20.59,16.26,0.68,1007.63,2,-15
8/1/2017,19.36,6.04,0.61,1015.11,176,-18
8/2/2017,18.34,8.66,0.67,1016.17,97,-15
8/3/2017,20.00,19.80,0.68,1010.60,97,-15
8/4/2017,19.64,19.34,0.61,1012.26,97,5
8/5/2017,17.45,13.94,0.73,1015.19,97,-2
8/6/2017,17.04,9.76,0.66,1022.13,97,-6
8/7/2017,17.70,6.04,0.62,1018.67,97,-7
8/8/2017,16.02,8.96,0.85,1010.11,97,0
8/9/2017,17.60,12.21,0.68,1014.52,97,-2
8/10/2017,15.93,5.56,0.83,1019.93,2,0
8/11/2017,17.80,11.00,0.72,1018.26,97,7
8/12/2017,17.02,13.73,0.87,1015.27,97,-5
8/13/2017,17.37,7.24,0.77,1019.93,97,-10
8/14/2017,18.91,6.57,0.69,1018.49,2,-11
8/15/2017,18.15,9.25,0.82,1014.79,2,-17
8/16/2017,18.13,6.92,0.73,1020.04,97,-3
8/17/2017,17.96,11.89,0.83,1014.87,2,-14
8/18/2017,18.48,13.52,0.76,1012.56,97,-12
8/19/2017,15.78,17.00,0.73,1016.42,97,-10
8/20/2017,16.17,14.35,0.70,1022.73,97,-4
8/21/2017,16.81,6.81,0.72,1023.12,2,0
8/22/2017,19.69,6.49,0.66,1019.84,97,-6
8/23/2017,21.31,11.76,0.64,1014.51,97,-9
8/24/2017,18.67,13.86,0.70,1016.62,97,-1
8/25/2017,19.05,6.34,0.68,1017.14,97,0
8/26/2017,20.43,7.16,0.68,1015.39,97,-8
8/27/2017,20.63,5.90,0.65,1017.80,97,-8
8/28/2017,21.43,4.91,0.63,1017.89,176,-8
8/29/2017,23.71,6.00,0.63,1012.96,2,-5
8/30/2017,20.14,12.23,0.85,1008.16,97,-3
9/1/2017,14.65,4.26,0.81,1020.39,97,-11
9/2/2017,15.77,7.26,0.71,1020.38,97,-2
9/3/2017,14.54,6.52,0.74,1016.46,2,-4
9/4/2017,15.02,8.41,0.84,1014.74,2,-6
9/5/2017,19.60,10.60,0.81,1015.79,97,-6
9/6/2017,16.67,17.59,0.73,1016.54,97,-3
9/7/2017,16.04,13.85,0.73,1015.40,97,-8
9/8/2017,15.68,20.77,0.85,1003.00,97,5
9/9/2017,14.46,11.91,0.84,997.15,97,6
9/10/2017,13.78,17.63,0.80,1001.76,2,-16
9/11/2017,14.83,25.06,0.78,996.17,97,-6
9/12/2017,14.33,16.98,0.77,1005.04,97,-7
9/13/2017,15.53,29.13,0.70,1000.06,97,4
9/14/2017,11.83,19.88,0.86,1004.56,2,-8
9/15/2017,12.69,13.02,0.78,1011.21,122,-3
9/16/2017,10.57,8.41,0.85,1010.67,97,1
9/17/2017,11.24,5.42,0.78,1012.49,97,-7
9/18/2017,12.29,12.77,0.84,1013.85,97,-13
9/19/2017,13.66,9.34,0.79,1018.13,97,12
9/20/2017,14.04,10.07,0.76,1020.63,97,-5
9/21/2017,13.83,7.87,0.73,1019.28,2,9
9/22/2017,13.30,6.74,0.82,1020.57,2,-2
9/23/2017,11.15,4.77,0.82,1023.75,97,8
9/24/2017,12.65,6.56,0.81,1022.02,2,-4
9/25/2017,13.66,7.38,0.84,1020.51,16,-6
9/26/2017,14.32,6.62,0.86,1021.43,16,-1
9/27/2017,14.44,5.50,0.86,1021.60,16,-6
9/28/2017,16.82,8.53,0.84,1020.98,97,5
9/29/2017,17.72,9.66,0.83,1018.66,16,3
9/30/2017,14.28,8.09,0.86,1017.50,97,0
10/1/2017,14.25,15.96,0.77,1017.23,2,1
10/2/2017,16.40,21.85,0.75,1012.92,97,3
10/3/2017,13.50,16.96,0.75,1019.30,97,-5
10/4/2017,13.11,17.39,0.71,1021.96,97,-2
10/5/2017,13.41,23.89,0.77,1014.02,97,-7
10/6/2017,11.83,16.08,0.79,1021.23,97,-2
10/7/2017,11.51,18.85,0.82,1018.04,97,-4
10/8/2017,13.04,10.65,0.89,1017.54,97,-4
10/9/2017,13.30,7.77,0.84,1019.43,97,-7
10/10/2017,14.69,14.83,0.84,1015.98,97,-7
10/11/2017,14.75,19.19,0.75,1015.08,96,6
10/12/2017,14.92,16.19,0.73,1019.65,97,0
10/13/2017,15.91,11.17,0.80,1024.28,97,3
10/14/2017,15.78,7.58,0.82,1025.82,2,-4
10/15/2017,16.44,8.84,0.75,1021.98,2,-3
10/16/2017,20.08,11.35,0.71,1020.00,2,8
10/17/2017,15.38,8.02,0.79,1020.30,2,4
10/18/2017,15.13,6.89,0.83,1013.02,97,9
10/19/2017,15.91,10.62,0.78,1009.09,2,4
10/20/2017,14.72,20.89,0.73,1008.36,97,11
10/21/2017,13.80,17.64,0.72,1009.44,97,1
10/22/2017,11.09,22.47,0.79,1011.19,97,3
10/23/2017,12.25,15.23,0.82,1018.73,97,2
10/24/2017,15.40,15.15,0.89,1020.23,0,-3
10/25/2017,15.65,13.31,0.85,1021.23,97,-4
10/26/2017,14.26,9.26,0.90,1024.26,0,13
10/27/2017,12.84,15.18,0.77,1028.36,97,1
10/28/2017,10.91,19.27,0.83,1023.09,97,9
10/29/2017,12.21,23.42,0.69,1017.17,97,4
10/30/2017,9.11,6.91,0.75,1027.57,97,4
11/1/2017,10.67,10.37,0.72,1020.76,97,4
11/2/2017,10.46,9.88,0.80,1014.75,97,-1
11/3/2017,10.00,6.58,0.84,1015.13,16,-7
11/4/2017,10.21,12.49,0.86,1006.40,2,3
11/5/2017,8.02,11.58,0.84,1011.16,97,-3
11/6/2017,6.28,5.98,0.80,1023.59,97,-2
11/7/2017,2.60,3.85,0.85,1021.77,97,1
11/8/2017,5.23,4.29,0.88,1019.69,16,1
11/9/2017,8.45,11.17,0.81,1022.77,16,8
11/10/2017,9.47,19.60,0.78,1017.04,97,7
11/11/2017,7.32,9.62,0.83,1011.06,97,5
11/12/2017,6.11,15.09,0.84,1005.77,97,9
11/13/2017,7.13,11.57,0.77,1019.47,97,12
11/14/2017,7.29,11.90,0.82,1024.33,97,3
11/15/2017,8.77,9.36,0.92,1024.98,16,1
11/16/2017,9.36,11.06,0.89,1023.26,16,7
11/17/2017,6.92,4.38,0.80,1026.83,97,2
11/18/2017,6.55,15.64,0.78,1020.79,97,5
11/19/2017,6.50,14.71,0.77,1019.79,2,13
11/20/2017,6.81,15.27,0.88,1016.60,2,11
11/21/2017,11.47,18.69,0.86,1011.47,97,9
11/22/2017,11.79,21.66,0.69,1005.09,2,12
11/23/2017,12.72,24.34,0.64,1001.53,2,10
11/24/2017,8.19,8.74,0.82,1009.83,65,3
11/25/2017,4.60,10.83,0.83,1013.50,97,7
11/26/2017,4.87,16.77,0.80,1021.28,97,8
11/27/2017,6.60,21.26,0.86,1014.04,52,5
11/28/2017,5.15,12.66,0.84,1005.96,97,5
11/29/2017,3.00,7.11,0.89,1004.89,16,8
11/30/2017,2.40,12.42,0.90,1005.23,97,6
12/1/2017,0.53,6.87,0.91,1015.66,16,7
12/2/2017,-0.98,6.85,0.92,1026.50,34,7
12/3/2017,1.55,10.26,0.90,1025.26,16,9
12/4/2017,6.25,11.13,0.88,1030.79,2,12
12/5/2017,6.38,12.45,0.82,1034.34,97,7
12/6/2017,7.39,14.72,0.79,1029.93,97,15
12/7/2017,5.91,25.59,0.82,1013.48,97,12
12/8/2017,3.85,20.09,0.74,1010.79,97,13
12/9/2017,1.87,18.26,0.77,1012.74,97,5
12/10/2017,3.08,23.46,0.86,985.29,95,10
12/11/2017,0.68,17.40,0.90,980.28,2,11
12/12/2017,1.46,14.92,0.89,1005.75,97,11
12/13/2017,4.96,21.87,0.87,999.46,2,12
12/14/2017,3.98,20.77,0.83,991.45,97,14
12/15/2017,3.53,10.69,0.86,995.11,97,10
12/16/2017,3.55,12.51,0.86,1012.36,97,8
12/17/2017,2.87,13.00,0.87,1022.02,97,13
12/18/2017,6.91,15.41,0.84,1023.78,97,14
12/19/2017,4.48,8.26,0.95,1033.85,16,8
12/20/2017,7.36,9.18,0.98,1033.89,16,7
12/21/2017,9.10,8.92,1.00,1034.54,16,15
12/22/2017,9.44,11.53,0.98,1034.71,16,12
12/23/2017,9.46,16.11,0.90,1033.22,90,12
12/24/2017,9.74,19.76,0.85,1025.78,94,16
12/25/2017,7.51,20.62,0.83,1014.71,97,11
12/26/2017,6.21,21.40,0.80,998.96,97,9
12/27/2017,5.63,18.13,0.85,984.48,97,5
12/28/2017,3.63,18.24,0.81,1000.07,97,13
12/29/2017,3.10,18.15,0.85,1001.50,2,13
12/30/2017,10.13,22.43,0.81,999.38,97,11
1/1/2018,6.94,20.81,0.84,999.60,97,12
1/2/2018,7.06,19.81,0.86,1007.54,97,12
1/3/2018,9.71,33.77,0.72,994.60,97,12
1/4/2018,8.98,21.86,0.81,995.86,97,15
1/5/2018,8.21,17.91,0.82,996.86,97,8
1/6/2018,4.96,8.36,0.91,1007.80,97,12
1/7/2018,2.63,22.11,0.82,1022.80,97,13
1/8/2018,3.09,16.82,0.82,1021.16,96,13
1/9/2018,2.80,7.15,0.93,1010.09,2,9
1/10/2018,7.35,9.83,0.91,1007.76,97,14
1/11/2018,6.11,4.91,0.94,1016.52,16,14
1/12/2018,6.17,5.72,0.92,1025.70,16,15
1/13/2018,4.16,10.24,0.89,1023.36,16,15
1/14/2018,3.05,10.14,0.85,1018.75,2,14
1/15/2018,5.15,21.64,0.89,1003.60,97,12
1/16/2018,6.33,21.74,0.75,993.91,97,18
1/17/2018,4.94,23.19,0.72,1002.08,97,13
1/18/2018,6.61,27.78,0.77,999.43,96,14
1/19/2018,4.08,15.25,0.80,1007.75,97,15
1/20/2018,2.60,11.19,0.91,1003.92,2,13
1/21/2018,3.36,11.00,0.88,1012.79,97,16
1/22/2018,7.68,13.84,0.88,1010.14,96,15
1/23/2018,9.11,18.04,0.81,1019.57,97,16
1/24/2018,12.60,27.43,0.80,1013.11,97,15
1/25/2018,8.43,12.86,0.86,1011.55,97,16
1/26/2018,6.38,8.53,0.90,1018.30,2,18
1/27/2018,5.94,16.45,0.80,1028.83,94,15
1/28/2018,9.79,20.04,0.88,1030.11,97,14
1/29/2018,10.36,23.64,0.80,1027.24,96,14
1/30/2018,5.39,7.45,0.84,1027.32,97,11
2/1/2018,3.68,18.26,0.81,1000.53,2,18
2/2/2018,4.19,15.74,0.87,1004.62,97,15
2/3/2018,3.04,6.58,0.91,1007.42,97,12
2/4/2018,1.38,13.62,0.77,1019.67,97,17
2/5/2018,0.71,14.82,0.81,1024.53,2,15
2/6/2018,-1.20,12.00,0.76,1015.28,2,15
2/7/2018,-1.13,9.50,0.66,1017.50,2,18
2/8/2018,0.98,7.85,0.74,1019.83,2,14
2/9/2018,0.60,14.62,0.78,1012.62,2,14
2/10/2018,4.02,16.57,0.81,1013.52,97,13
2/11/2018,4.61,23.15,0.79,1002.54,97,11
2/12/2018,3.42,14.49,0.71,1013.38,122,17
2/13/2018,1.76,16.07,0.70,1010.62,2,15
2/14/2018,1.47,17.98,0.68,1012.20,2,15
2/15/2018,5.67,15.56,0.87,1011.04,96,13
2/16/2018,3.91,8.68,0.77,1024.59,2,14
2/17/2018,1.93,6.43,0.75,1022.95,2,15
2/18/2018,0.38,6.38,0.84,1024.64,34,18
2/19/2018,1.62,7.94,0.85,1018.94,2,10
2/20/2018,2.70,7.11,0.78,1019.02,2,13
2/21/2018,1.09,11.27,0.74,1024.68,2,12
2/22/2018,0.83,17.59,0.66,1022.96,2,14
2/23/2018,0.28,18.70,0.63,1021.17,2,19
2/24/2018,0.25,23.63,0.49,1022.73,2,16
2/25/2018,-1.37,21.29,0.45,1027.83,2,13
2/26/2018,-3.26,17.38,0.64,1028.83,2,17
2/27/2018,-3.58,14.58,0.59,1022.42,2,15
2/28/2018,-5.00,22.21,0.56,1017.79,2,16
3/1/2018,-3.17,28.96,0.45,1004.17,2,16
3/2/2018,-2.84,25.63,0.62,995.74,2,12
3/3/2018,0.23,12.23,0.84,995.33,34,16
3/4/2018,4.80,11.73,0.84,993.40,34,14
3/5/2018,7.00,11.83,0.81,992.66,2,15
3/6/2018,6.46,7.93,0.77,990.52,2,17
3/7/2018,5.42,10.69,0.89,994.13,97,15
3/8/2018,5.58,18.18,0.81,999.82,2,14
3/9/2018,6.84,11.39,0.82,1004.59,2,15
3/10/2018,11.41,11.20,0.86,998.96,176,14
3/11/2018,11.42,11.40,0.85,992.81,122,19
3/12/2018,9.78,15.00,0.84,991.47,2,13
3/13/2018,6.49,19.68,0.89,1003.68,0,14
3/14/2018,6.56,11.60,0.78,1008.60,2,15
3/15/2018,6.77,16.42,0.82,995.10,2,13
3/16/2018,6.20,10.60,0.92,1000.64,16,13
3/17/2018,-1.21,27.32,0.76,1004.83,94,15
3/18/2018,-0.75,25.40,0.56,1007.98,97,14
3/19/2018,0.25,17.83,0.46,1012.85,2,14
3/20/2018,3.69,15.65,0.62,1022.60,97,18
3/21/2018,3.72,9.02,0.75,1029.23,2,14
3/22/2018,5.71,16.38,0.90,1017.98,7,8
3/23/2018,6.17,15.69,0.76,1006.27,96,11
3/24/2018,7.78,9.15,0.69,1001.57,96,7
3/25/2018,7.70,9.93,0.71,1007.95,2,12
3/26/2018,6.60,9.33,0.75,1016.02,16,11
3/27/2018,5.86,11.33,0.85,1010.16,2,12
3/28/2018,6.77,14.77,0.91,1002.45,16,14
3/29/2018,7.34,13.04,0.69,1004.81,97,11
3/30/2018,8.20,14.09,0.77,999.29,97,9
4/1/2018,6.17,13.57,0.84,1008.83,0,10
4/2/2018,8.59,13.54,0.75,1005.15,97,14
4/3/2018,12.86,18.90,0.75,998.95,97,13
4/4/2018,10.95,16.79,0.78,999.48,97,2
4/5/2018,7.41,19.57,0.77,1011.91,0,10
4/6/2018,8.38,15.51,0.65,1016.47,2,13
4/7/2018,13.73,10.62,0.60,1008.71,2,17
4/8/2018,16.46,7.46,0.68,1006.83,97,5
4/9/2018,13.86,9.84,0.77,1004.95,2,7
4/10/2018,14.39,10.43,0.75,1002.24,97,6
4/11/2018,11.76,6.26,0.91,1005.95,16,5
4/12/2018,10.60,8.91,0.92,1001.51,16,8
4/13/2018,10.38,9.17,0.83,1007.26,16,9
4/14/2018,11.91,4.36,0.79,1016.66,16,8
4/15/2018,14.26,10.32,0.75,1012.15,97,6
4/16/2018,12.33,10.37,0.74,1015.26,2,4
4/17/2018,13.11,10.27,0.66,1023.84,2,16
4/18/2018,16.36,7.40,0.63,1028.80,2,8
4/19/2018,19.72,8.51,0.53,1025.13,2,13
4/20/2018,19.44,10.42,0.61,1022.60,2,6
4/21/2018,16.64,7.04,0.68,1020.89,16,11
4/22/2018,18.93,9.81,0.62,1011.81,2,12
4/23/2018,14.30,16.66,0.62,1015.53,97,10
4/24/2018,12.38,15.09,0.72,1015.64,96,9
4/25/2018,12.86,20.89,0.68,1011.43,97,13
4/26/2018,11.28,19.19,0.61,1015.98,97,7
4/27/2018,11.67,8.10,0.63,1010.62,97,8
4/28/2018,13.05,13.71,0.69,1009.43,97,11
4/29/2018,10.17,9.52,0.91,1007.11,16,6
4/30/2018,9.74,15.54,0.86,998.41,96,15
5/1/2018,9.10,19.26,0.67,1009.43,97,12
5/2/2018,11.45,16.55,0.61,1010.89,97,17
5/3/2018,11.93,11.40,0.63,1017.75,97,6
5/4/2018,12.87,9.00,0.57,1022.89,97,-3
5/5/2018,15.82,12.41,0.51,1023.98,2,0
5/6/2018,18.95,9.36,0.49,1021.55,97,6
5/7/2018,19.21,6.81,0.52,1017.56,2,6
5/8/2018,20.53,6.09,0.53,1010.04,2,6
5/9/2018,17.96,14.13,0.64,1007.60,2,6
5/10/2018,13.33,16.35,0.68,1012.68,2,7
5/11/2018,12.71,6.69,0.70,1018.60,2,3
5/12/2018,17.28,8.47,0.63,1012.81,97,14
5/13/2018,13.28,15.52,0.85,1012.85,96,16
5/14/2018,14.00,16.22,0.83,1013.56,16,2
5/15/2018,18.78,11.40,0.59,1015.22,97,9
5/16/2018,16.20,16.48,0.72,1017.86,97,7
5/17/2018,12.32,16.93,0.64,1023.37,97,7
5/18/2018,11.26,13.00,0.67,1023.57,97,4
5/19/2018,10.66,6.79,0.78,1023.34,96,6
5/20/2018,15.49,8.70,0.71,1021.32,97,4
5/21/2018,17.45,8.34,0.74,1014.73,97,5
5/22/2018,17.45,6.39,0.76,1012.61,97,-3
5/23/2018,18.27,8.44,0.79,1018.18,2,-7
5/24/2018,18.83,10.87,0.70,1017.85,97,-8
5/25/2018,19.44,6.79,0.80,1017.35,16,6
5/26/2018,22.52,9.28,0.67,1018.22,97,0
5/27/2018,22.24,10.84,0.68,1016.67,97,8
5/28/2018,23.39,8.22,0.66,1016.70,97,10
5/29/2018,22.86,10.73,0.73,1012.84,2,8
5/30/2018,21.98,8.44,0.71,1012.93,97,1
6/1/2018,18.02,10.00,0.91,1017.00,16,6
6/2/2018,17.27,9.53,0.85,1018.71,96,-3
6/3/2018,19.84,6.73,0.74,1018.09,97,-14
6/4/2018,19.43,10.82,0.80,1014.11,16,-6
6/5/2018,17.14,11.14,0.79,1014.05,96,-12
6/6/2018,20.70,9.57,0.68,1012.72,2,-7
6/7/2018,20.87,8.18,0.78,1014.44,97,-9
6/8/2018,18.93,9.89,0.86,1014.83,16,-7
6/9/2018,20.60,8.21,0.76,1013.54,97,-1
6/10/2018,20.54,11.19,0.72,1012.75,97,0
6/11/2018,19.00,15.00,0.67,1012.24,97,-1
6/12/2018,15.70,14.68,0.77,1013.51,96,-4
6/13/2018,15.43,10.67,0.67,1017.04,97,6
6/14/2018,15.94,14.15,0.74,1014.88,2,7
6/15/2018,18.44,7.95,0.69,1016.02,97,13
6/16/2018,17.87,13.62,0.61,1015.38,97,5
6/17/2018,16.17,14.98,0.66,1017.70,97,-7
6/18/2018,17.60,15.60,0.72,1019.91,96,-6
6/19/2018,18.02,11.14,0.80,1023.36,0,-11
6/20/2018,20.94,12.26,0.70,1020.96,97,-13
6/21/2018,15.64,24.38,0.64,1021.49,122,-12
6/22/2018,13.16,18.76,0.66,1027.56,96,-12
6/23/2018,15.40,10.47,0.62,1027.45,97,-8
6/24/2018,16.30,12.00,0.66,1023.94,97,-15
6/25/2018,18.07,11.09,0.66,1024.96,97,-14
6/26/2018,17.74,10.21,0.63,1025.43,97,2
6/27/2018,20.06,11.73,0.63,1023.94,97,-1
6/28/2018,22.70,13.64,0.55,1022.06,97,-4
6/29/2018,22.15,13.80,0.54,1018.98,97,6
6/30/2018,22.11,11.42,0.60,1014.84,97,-8
7/1/2018,23.38,17.81,0.33,1013.91,176,-8
7/2/2018,22.29,14.82,0.35,1014.73,97,-2
7/3/2018,22.24,11.78,0.44,1016.00,97,-16
7/4/2018,22.17,9.94,0.57,1014.08,97,-18
7/5/2018,21.52,11.29,0.53,1014.48,97,4
7/6/2018,22.09,9.15,0.58,1020.15,97,-10
7/7/2018,21.98,7.98,0.54,1023.37,97,-7
7/8/2018,20.89,11.31,0.53,1024.60,97,-2
7/9/2018,19.98,12.61,0.65,1023.84,97,-6
7/10/2018,16.12,19.02,0.76,1019.88,96,-2
7/11/2018,18.57,13.13,0.68,1018.70,97,-6
7/12/2018,19.77,15.89,0.73,1019.49,97,-10
7/13/2018,19.96,10.30,0.67,1020.89,97,-7
7/14/2018,21.20,8.74,0.59,1019.76,97,-12
7/15/2018,23.09,7.85,0.50,1016.30,97,-3
7/16/2018,22.51,7.49,0.55,1013.24,97,-11
7/17/2018,20.82,12.84,0.62,1015.48,176,-9
7/18/2018,19.42,7.95,0.62,1018.47,97,9
7/19/2018,21.16,7.43,0.55,1018.23,97,2
7/20/2018,20.84,8.98,0.56,1014.27,97,-2
7/21/2018,22.52,14.07,0.56,1012.15,97,-11
7/22/2018,22.21,10.13,0.56,1015.25,2,-2
7/23/2018,25.15,6.94,0.54,1016.70,97,-14
7/24/2018,26.07,7.72,0.54,1014.37,176,1
7/25/2018,26.89,11.62,0.49,1015.32,97,-4
7/26/2018,28.07,8.09,0.50,1013.64,97,-7
7/27/2018,28.49,7.68,0.49,1010.04,2,-12
7/28/2018,22.58,16.73,0.60,1008.96,97,-3
7/29/2018,21.45,14.83,0.51,1011.89,97,0
7/30/2018,24.42,13.02,0.59,1013.92,97,-5
8/1/2018,22.25,8.50,0.57,1020.77,176,5
8/2/2018,24.18,11.31,0.50,1022.53,97,-4
8/3/2018,25.91,8.21,0.50,1021.28,176,-11
8/4/2018,24.48,12.96,0.59,1020.23,97,5
8/5/2018,22.30,11.24,0.61,1022.26,97,1
8/6/2018,24.71,8.51,0.50,1015.53,97,8
8/7/2018,27.43,6.39,0.45,1008.74,97,-20
8/8/2018,20.76,16.67,0.68,1010.96,97,-2
8/9/2018,17.59,14.07,0.80,1011.35,2,6
8/10/2018,17.33,19.53,0.67,1019.76,97,-8
8/11/2018,16.87,11.44,0.66,1021.93,97,-11
8/12/2018,20.96,9.37,0.54,1014.33,97,-11
8/13/2018,19.40,12.20,0.81,1006.78,0,-17
8/14/2018,19.17,13.77,0.77,1014.40,0,-16
8/15/2018,19.25,12.08,0.75,1018.77,2,-14
8/16/2018,20.49,11.31,0.70,1015.71,122,-19
8/17/2018,18.63,9.58,0.71,1018.52,97,-18
8/18/2018,18.28,10.84,0.71,1022.19,96,-24
8/19/2018,19.85,15.00,0.72,1020.52,96,-19
8/20/2018,20.51,8.47,0.80,1019.74,94,-8
8/21/2018,21.63,4.91,0.73,1019.93,97,-15
8/22/2018,20.88,8.29,0.76,1017.44,97,-19
8/23/2018,18.78,13.15,0.80,1013.30,96,-9
8/24/2018,17.39,18.61,0.61,1012.33,122,-13
8/25/2018,14.44,18.06,0.71,1012.21,122,-16
8/26/2018,13.93,12.22,0.72,1014.63,97,-3
8/27/2018,17.38,17.98,0.74,1011.51,96,10
8/28/2018,17.48,6.29,0.71,1018.31,96,-4
8/29/2018,15.19,6.57,0.87,1013.32,2,-23
8/30/2018,16.87,12.55,0.67,1021.26,97,-13
9/1/2018,15.08,4.79,0.66,1026.10,2,-13
9/2/2018,16.94,8.65,0.64,1024.38,2,-15
9/3/2018,18.00,8.96,0.76,1018.63,96,-5
9/4/2018,20.25,8.08,0.86,1016.83,16,-11
9/5/2018,20.52,7.90,0.85,1016.67,16,-9
9/6/2018,18.39,12.43,0.83,1013.61,16,-10
9/7/2018,15.48,15.35,0.67,1014.33,97,-1
9/8/2018,15.11,12.17,0.68,1019.09,2,-18
9/9/2018,19.31,10.33,0.58,1019.42,2,-10
9/10/2018,18.45,12.23,0.71,1021.60,97,-14
9/11/2018,19.56,18.96,0.67,1021.31,97,-11
9/12/2018,16.50,11.72,0.85,1021.13,0,-16
9/13/2018,15.25,9.15,0.73,1021.73,97,-10
9/14/2018,13.58,9.17,0.71,1021.02,2,-9
9/15/2018,15.33,9.35,0.73,1023.60,97,-17
9/16/2018,15.54,6.63,0.70,1021.48,2,-4
9/17/2018,16.96,6.91,0.64,1017.39,2,-8
9/18/2018,19.33,15.29,0.60,1012.44,2,-13
9/19/2018,19.51,14.62,0.67,1016.47,97,-16
9/20/2018,20.27,15.27,0.63,1014.69,97,-15
9/21/2018,17.04,26.48,0.61,1008.44,97,-16
9/22/2018,12.78,14.50,0.76,1019.09,97,-13
9/23/2018,10.96,11.38,0.94,1014.60,9,-13
9/24/2018,10.59,9.37,0.79,1033.72,97,-15
9/25/2018,9.83,4.70,0.74,1037.98,2,-9
9/26/2018,11.50,6.71,0.67,1033.52,2,-7
9/27/2018,13.08,6.23,0.69,1027.06,2,4
9/28/2018,12.87,12.57,0.72,1026.36,97,-4
9/29/2018,9.75,6.40,0.68,1028.19,2,-7
9/30/2018,10.23,7.17,0.73,1018.36,2,-4
10/1/2018,11.04,15.70,0.74,1020.41,122,-1
10/2/2018,12.19,16.21,0.81,1019.33,97,4
10/3/2018,13.91,13.26,0.69,1025.06,97,2
10/4/2018,14.89,8.67,0.75,1025.63,94,-10
10/5/2018,13.60,5.47,0.76,1017.53,2,-12
10/6/2018,14.85,6.69,0.78,1008.85,97,5
10/7/2018,12.46,13.90,0.73,1018.56,97,-6
10/8/2018,10.04,5.10,0.74,1022.00,2,3
10/9/2018,11.21,4.81,0.74,1020.74,2,-4
10/10/2018,14.00,8.38,0.77,1015.58,2,-13
10/11/2018,17.69,12.06,0.73,1010.13,2,4
10/12/2018,18.75,13.42,0.77,1016.46,2,-1
10/13/2018,19.44,12.75,0.72,1016.06,2,-6
10/14/2018,17.69,11.50,0.68,1008.02,2,6
10/15/2018,16.85,8.06,0.68,1011.06,2,7
10/16/2018,15.44,4.48,0.73,1017.23,2,-2
10/17/2018,14.96,6.40,0.80,1019.23,97,9
10/18/2018,13.88,10.52,0.77,1023.81,97,-5
10/19/2018,12.89,8.04,0.74,1024.93,97,-5
10/20/2018,9.69,3.25,0.79,1030.35,2,-5
10/21/2018,10.13,3.98,0.77,1028.32,96,-8
10/22/2018,12.62,11.28,0.72,1031.32,96,11
10/23/2018,11.04,18.35,0.71,1027.73,97,3
10/24/2018,14.52,17.85,0.82,1025.50,96,-1
10/25/2018,12.48,13.65,0.71,1020.31,96,1
10/26/2018,9.83,14.76,0.76,1009.67,97,-10
10/27/2018,7.28,10.21,0.70,1009.06,97,5
10/28/2018,4.72,16.46,0.72,1014.72,97,-4
10/29/2018,4.46,15.50,0.76,1004.22,96,2
10/30/2018,5.64,16.40,0.86,990.70,65,-8
11/1/2018,10.11,12.96,0.72,1008.41,2,3
11/2/2018,8.20,12.38,0.70,1021.80,97,4
11/3/2018,4.11,5.95,0.71,1027.11,2,7
11/4/2018,5.16,6.12,0.77,1014.77,2,4
